name,TP,FP,FN,precision,recall,mse
mtcnn_all/Marc_Anthony_1,0.8679,0.0,0.1321,0.8679,0.8679,11.9316
mtcnn_all/Marc_Anthony_2,0.9901,0.0198,0.0099,0.9851,0.9901,18.146
mtcnn_all/Marc_Anthony_5,0.9474,0.0855,0.0526,0.9309,0.9474,171.3503
mtcnn_all/Marc_Bulger_0,1.0,0.0,0.0,1.0,1.0,2.2911
mtcnn_all/Marc_Bulger_1,1.0,0.0317,0.0,0.9841,1.0,171.9563
mtcnn_all/Marc_Racicot_0,0.8341,0.0,0.1659,0.8341,0.8341,14.4462
mtcnn_all/Marc_Racicot_2,1.0,0.0,0.0,1.0,1.0,6.5812
mtcnn_all/Marc_Racicot_4,1.0,0.0,0.0,1.0,1.0,12.8545
mtcnn_all/Marc_Racicot_5,0.987,0.0,0.013,0.987,0.987,24.0032
mtcnn_all/Marc_Shaiman_1,1.0,0.0,0.0,1.0,1.0,4.9026
mtcnn_all/Marc_Shaiman_2,1.0,0.0,0.0,1.0,1.0,18.7423
mtcnn_all/Marc_Shaiman_3,1.0,0.0,0.0,1.0,1.0,16.8874
mtcnn_all/Margaret_Thatcher_1,1.0,0.0,0.0,1.0,1.0,16.5709
mtcnn_all/Margaret_Thatcher_3,1.0,0.075,0.0,0.9639,1.0,669.6969
mtcnn_all/Margaret_Thatcher_4,1.0,0.0,0.0,1.0,1.0,5.0286
mtcnn_all/Margaret_Thatcher_5,1.0,0.0,0.0,1.0,1.0,9.945
mtcnn_all/Mariana_Ohata_0,1.0,0.0127,0.0,0.9937,1.0,57.6646
mtcnn_all/Mariana_Ohata_2,1.0,0.0,0.0,1.0,1.0,8.3946
mtcnn_all/Mariana_Ohata_3,0.991,0.0,0.009,0.991,0.991,7.5304
mtcnn_all/Maria_Bello_1,1.0,0.0,0.0,1.0,1.0,3.5296
mtcnn_all/Maria_Bello_2,1.0,0.0,0.0,1.0,1.0,8.8517
mtcnn_all/Maria_Bello_3,1.0,0.0,0.0,1.0,1.0,7.7609
mtcnn_all/Maria_Bello_4,1.0,0.0,0.0,1.0,1.0,2.4416
mtcnn_all/Maria_Bello_5,1.0,0.0,0.0,1.0,1.0,4.2967
mtcnn_all/Maria_Callas_1,1.0,0.0,0.0,1.0,1.0,4.9664
mtcnn_all/Maria_Callas_2,1.0,0.0128,0.0,0.9936,1.0,36.9952
mtcnn_all/Maria_Guida_0,1.0,0.0222,0.0,0.9889,1.0,131.438
mtcnn_all/Maria_Guida_3,1.0,0.0125,0.0,0.9938,1.0,96.8078
mtcnn_all/Maria_Shriver_0,0.9917,0.0083,0.0083,0.9917,0.9917,2.1932
mtcnn_all/Maria_Shriver_4,1.0,0.0,0.0,1.0,1.0,4.3586
mtcnn_all/Maria_Soledad_Alvear_Valenzuela_1,1.0,0.0,0.0,1.0,1.0,3.194
mtcnn_all/Maria_Soledad_Alvear_Valenzuela_3,1.0,0.0,0.0,1.0,1.0,6.4176
mtcnn_all/Maria_Soledad_Alvear_Valenzuela_4,0.994,0.0,0.006,0.994,0.994,1.9963
mtcnn_all/Marie-Josee_Croze_3,1.0,0.0,0.0,1.0,1.0,2.781
mtcnn_all/Marie-Josee_Croze_4,1.0,0.0,0.0,1.0,1.0,11.0151
mtcnn_all/Marieta_Chrousala_0,1.0,0.0,0.0,1.0,1.0,4.3736
mtcnn_all/Marieta_Chrousala_1,0.9328,0.0,0.0672,0.9328,0.9328,36.6187
mtcnn_all/Marieta_Chrousala_4,1.0,0.0,0.0,1.0,1.0,7.5477
mtcnn_all/Marina_Silva_1,0.9636,0.0364,0.0364,0.9636,0.9636,13.4318
mtcnn_all/Marina_Silva_2,0.9958,0.0,0.0042,0.9958,0.9958,7.1328
mtcnn_all/Marina_Silva_4,0.994,0.006,0.006,0.994,0.994,3.3196
mtcnn_all/Marina_Silva_5,1.0,0.0,0.0,1.0,1.0,13.6789
mtcnn_all/Mario_Cipollini_1,1.0,0.0,0.0,1.0,1.0,15.0341
mtcnn_all/Mario_Cipollini_5,1.0,0.0,0.0,1.0,1.0,4.9286
mtcnn_all/Mario_Dumont_0,1.0,0.0164,0.0,0.9918,1.0,23.9003
mtcnn_all/Mario_Dumont_2,1.0,0.0,0.0,1.0,1.0,7.2753
mtcnn_all/Mario_Gallegos_3,0.8917,0.1042,0.1083,0.8896,0.8917,13.2385
mtcnn_all/Mario_Gallegos_4,0.9362,0.0,0.0638,0.9362,0.9362,9.2234
mtcnn_all/Mario_Kreutzberger_2,0.9333,0.0,0.0667,0.9333,0.9333,3.3099
mtcnn_all/Mario_Kreutzberger_3,1.0,0.0,0.0,1.0,1.0,8.4871
mtcnn_all/Mario_Kreutzberger_4,1.0,0.0,0.0,1.0,1.0,3.8033
mtcnn_all/Mario_Lobo_Zagallo_1,0.9917,0.0083,0.0083,0.9917,0.9917,7.8891
mtcnn_all/Mario_Lobo_Zagallo_5,1.0,0.1277,0.0,0.9362,1.0,2569.6543
mtcnn_all/Marisa_Tomei_1,1.0,0.0,0.0,1.0,1.0,6.0833
mtcnn_all/Marisa_Tomei_2,0.8936,0.0426,0.1064,0.8936,0.8936,7.0293
mtcnn_all/Marisa_Tomei_4,1.0,0.0,0.0,1.0,1.0,4.4565
mtcnn_all/Marissa_Jaret_Winokur_0,1.0,0.0,0.0,1.0,1.0,3.0766
mtcnn_all/Marissa_Jaret_Winokur_3,1.0,0.0,0.0,1.0,1.0,2.676
mtcnn_all/Marissa_Jaret_Winokur_4,1.0,0.0,0.0,1.0,1.0,3.2253
mtcnn_all/Mark_Cuban_3,1.0,0.0,0.0,1.0,1.0,4.0802
mtcnn_all/Mark_Cuban_4,1.0,0.0,0.0,1.0,1.0,3.574
mtcnn_all/Mark_Dacey_0,1.0,0.0,0.0,1.0,1.0,5.1074
mtcnn_all/Mark_Dacey_3,0.8087,0.0348,0.1913,0.8087,0.8087,5.3652
mtcnn_all/Mark_Foley_1,1.0,0.0,0.0,1.0,1.0,6.4492
mtcnn_all/Mark_Foley_4,1.0,0.0,0.0,1.0,1.0,20.905
mtcnn_all/Mark_Foley_5,0.717,0.0,0.283,0.717,0.717,6.5495
mtcnn_all/Mark_Geragos_2,1.0,0.0,0.0,1.0,1.0,3.6127
mtcnn_all/Mark_Geragos_4,0.925,0.0042,0.075,0.925,0.925,14.9359
mtcnn_all/Mark_Kelly_0,1.0,0.0,0.0,1.0,1.0,2.9701
mtcnn_all/Mark_Kelly_1,0.6731,0.2115,0.3269,0.6731,0.6731,3.5793
mtcnn_all/Mark_Leno_1,1.0,0.0,0.0,1.0,1.0,2.6995
mtcnn_all/Mark_Leno_2,1.0,0.0,0.0,1.0,1.0,4.924
mtcnn_all/Mark_Leno_3,0.8862,0.1138,0.1138,0.8862,0.8862,22.4604
mtcnn_all/Mark_Wahlberg_2,1.0,0.0,0.0,1.0,1.0,6.3354
mtcnn_all/Mark_Wahlberg_3,1.0,0.0,0.0,1.0,1.0,3.1296
mtcnn_all/Martha_Lucia_Ramirez_2,1.0,0.0,0.0,1.0,1.0,10.7451
mtcnn_all/Martha_Lucia_Ramirez_3,0.9813,0.0374,0.0187,0.972,0.9813,95.8213
mtcnn_all/Martin_Landau_0,0.9278,0.0722,0.0722,0.9278,0.9278,6.6632
mtcnn_all/Martin_Landau_2,0.8571,0.0084,0.1429,0.8571,0.8571,17.8162
mtcnn_all/Martin_Luther_King_III_0,0.9782,0.0087,0.0218,0.9738,0.9782,24.4727
mtcnn_all/Martin_Luther_King_III_3,1.0,0.0,0.0,1.0,1.0,7.9464
mtcnn_all/Martin_Luther_King_III_5,0.9583,0.0083,0.0417,0.9542,0.9583,21.3625
mtcnn_all/Martin_McGuinness_1,1.0,0.0,0.0,1.0,1.0,8.6234
mtcnn_all/Martin_McGuinness_4,0.9891,0.0109,0.0109,0.9891,0.9891,7.9497
mtcnn_all/Martin_Sheen_0,0.9958,0.0,0.0042,0.9958,0.9958,27.388
mtcnn_all/Martin_Sheen_3,1.0,0.0,0.0,1.0,1.0,7.3873
mtcnn_all/Martin_Sheen_4,0.9583,0.0,0.0417,0.9583,0.9583,13.3203
mtcnn_all/Martin_Sheen_5,1.0,0.0,0.0,1.0,1.0,23.3824
mtcnn_all/Mary_Carey_0,1.0,0.0196,0.0,0.9902,1.0,162.5221
mtcnn_all/Mary_Carey_4,1.0,0.0,0.0,1.0,1.0,12.1557
mtcnn_all/Mary_Landrieu_0,1.0,0.0042,0.0,0.9979,1.0,11.162
mtcnn_all/Mary_Landrieu_2,1.0,0.0,0.0,1.0,1.0,2.913
mtcnn_all/Mary_Landrieu_3,1.0,0.0333,0.0,0.9833,1.0,24.2734
mtcnn_all/Mary_Matalin_0,1.0,0.0,0.0,1.0,1.0,3.3098
mtcnn_all/Mary_Matalin_1,1.0,0.0,0.0,1.0,1.0,12.5057
mtcnn_all/Mary_Matalin_2,1.0,0.0,0.0,1.0,1.0,5.5323
mtcnn_all/Mary_Matalin_3,1.0,0.0,0.0,1.0,1.0,8.95
mtcnn_all/Mary_Matalin_5,1.0,0.0,0.0,1.0,1.0,6.1219
mtcnn_all/Mary_Robinson_1,1.0,0.0,0.0,1.0,1.0,7.1859
mtcnn_all/Mary_Robinson_2,1.0,0.8077,0.0,0.6603,1.0,4124.3403
mtcnn_all/Mary_Robinson_4,1.0,0.0,0.0,1.0,1.0,5.6904
mtcnn_all/Mary_Robinson_5,0.9778,0.0222,0.0222,0.9778,0.9778,6.3722
mtcnn_all/Massoud_Barzani_0,1.0,0.0,0.0,1.0,1.0,5.3438
mtcnn_all/Massoud_Barzani_1,1.0,0.0,0.0,1.0,1.0,6.5301
mtcnn_all/Massoud_Barzani_2,1.0,0.0,0.0,1.0,1.0,6.4729
mtcnn_all/Massoud_Barzani_4,1.0,0.0,0.0,1.0,1.0,5.2819
mtcnn_all/Matt_Anderson_0,1.0,0.0,0.0,1.0,1.0,26.7869
mtcnn_all/Matt_Anderson_2,0.4068,0.2373,0.5932,0.4068,0.4068,18.2585
mtcnn_all/Matt_LeBlanc_0,0.9492,0.0,0.0508,0.9492,0.9492,12.0042
mtcnn_all/Matt_LeBlanc_2,1.0,0.0,0.0,1.0,1.0,6.3227
mtcnn_all/Matt_LeBlanc_3,1.0,0.0,0.0,1.0,1.0,4.9254
mtcnn_all/Nadia_Petrova_4,1.0,0.0,0.0,1.0,1.0,36.6054
mtcnn_all/Nadia_Petrova_5,0.9592,0.0408,0.0408,0.9592,0.9592,16.6837
mtcnn_all/Nadine_Vinzens_0,0.9885,0.0115,0.0115,0.9885,0.9885,8.8132
mtcnn_all/Nadine_Vinzens_4,1.0,0.0,0.0,1.0,1.0,14.3605
mtcnn_all/Nancy_Kerrigan_0,1.0,0.0,0.0,1.0,1.0,6.0432
mtcnn_all/Nancy_Kerrigan_2,1.0,0.0,0.0,1.0,1.0,15.5
mtcnn_all/Nancy_Kerrigan_3,1.0,0.0,0.0,1.0,1.0,20.7248
mtcnn_all/Nancy_Kerrigan_4,0.8644,0.0,0.1356,0.8644,0.8644,8.8453
mtcnn_all/Nancy_Pelosi_0,1.0,0.0,0.0,1.0,1.0,3.7033
mtcnn_all/Nancy_Pelosi_4,1.0,0.0,0.0,1.0,1.0,2.8297
mtcnn_all/Nancy_Reagan_0,0.9067,0.0,0.0933,0.9067,0.9067,8.25
mtcnn_all/Nancy_Reagan_1,1.0,0.0426,0.0,0.9787,1.0,42.5904
mtcnn_all/Nancy_Reagan_3,0.9208,0.0292,0.0792,0.9167,0.9208,16.4703
mtcnn_all/Nancy_Reagan_4,1.0,0.0,0.0,1.0,1.0,4.5166
mtcnn_all/Nanni_Moretti_1,1.0,0.0,0.0,1.0,1.0,7.9398
mtcnn_all/Nanni_Moretti_2,1.0,0.0,0.0,1.0,1.0,4.3901
mtcnn_all/Nanni_Moretti_4,1.0,0.0,0.0,1.0,1.0,14.2522
mtcnn_all/Narendra_Modi_0,1.0,0.0,0.0,1.0,1.0,8.0957
mtcnn_all/Narendra_Modi_1,1.0,0.0,0.0,1.0,1.0,5.2141
mtcnn_all/Narendra_Modi_2,1.0,0.1538,0.0,0.9341,1.0,154.1694
mtcnn_all/Narendra_Modi_3,1.0,0.0,0.0,1.0,1.0,4.7399
mtcnn_all/Narendra_Modi_4,0.9403,0.0597,0.0597,0.9403,0.9403,4.4571
mtcnn_all/Natalia_Verbeke_3,1.0,0.0,0.0,1.0,1.0,9.6792
mtcnn_all/Natalia_Verbeke_5,1.0,0.0,0.0,1.0,1.0,3.3297
mtcnn_all/Natalia_Vodonova_0,1.0,0.0,0.0,1.0,1.0,9.5282
mtcnn_all/Natalia_Vodonova_1,1.0,0.0,0.0,1.0,1.0,7.1076
mtcnn_all/Natalia_Vodonova_2,1.0,0.0,0.0,1.0,1.0,29.193
mtcnn_all/Natalie_Cole_2,0.5775,0.0141,0.4225,0.5704,0.5775,30.4859
mtcnn_all/Natalie_Cole_5,1.0,0.0,0.0,1.0,1.0,13.2358
mtcnn_all/Natalie_Coughlin_2,1.0,0.0169,0.0,0.9915,1.0,199.7606
mtcnn_all/Natalie_Coughlin_5,1.0,0.0,0.0,1.0,1.0,14.3051
mtcnn_all/Natalie_Imbruglia_1,1.0,0.0,0.0,1.0,1.0,15.6743
mtcnn_all/Natalie_Imbruglia_2,1.0,0.0,0.0,1.0,1.0,33.0317
mtcnn_all/Natalie_Stewart_2,0.7557,0.0687,0.2443,0.7557,0.7557,1.9895
mtcnn_all/Natalie_Stewart_3,0.906,0.0,0.094,0.906,0.906,73.7927
mtcnn_all/Natasa_Micic_0,1.0,0.0,0.0,1.0,1.0,4.9568
mtcnn_all/Natasa_Micic_5,1.0,0.0,0.0,1.0,1.0,2.5333
mtcnn_all/Natasha_Henstridge_1,1.0,0.0,0.0,1.0,1.0,11.3333
mtcnn_all/Natasha_Henstridge_3,1.0,0.0,0.0,1.0,1.0,7.1528
mtcnn_all/Natasha_Lyonne_0,1.0,0.0,0.0,1.0,1.0,2.8755
mtcnn_all/Natasha_Lyonne_1,1.0,0.0,0.0,1.0,1.0,8.1199
mtcnn_all/Natasha_Lyonne_4,1.0,0.0,0.0,1.0,1.0,4.1422
mtcnn_all/Natasha_McElhone_1,1.0,0.0,0.0,1.0,1.0,5.3339
mtcnn_all/Natasha_McElhone_4,1.0,0.0,0.0,1.0,1.0,8.7016
mtcnn_all/Nathan_Lane_0,1.0,0.0,0.0,1.0,1.0,16.988
mtcnn_all/Nathan_Lane_1,1.0,0.0,0.0,1.0,1.0,11.7703
mtcnn_all/Newt_Gingrich_0,1.0,0.0,0.0,1.0,1.0,22.1017
mtcnn_all/Newt_Gingrich_1,0.0141,0.0,0.9859,0.0141,0.0141,0.2993
mtcnn_all/Newt_Gingrich_2,1.0,0.0,0.0,1.0,1.0,6.2712
mtcnn_all/Newt_Gingrich_3,1.0,0.0,0.0,1.0,1.0,7.9767
mtcnn_all/Newt_Gingrich_4,0.9686,0.0045,0.0314,0.9664,0.9686,33.0914
mtcnn_all/Nia_Vardalos_1,1.0,0.0,0.0,1.0,1.0,4.3327
mtcnn_all/Nia_Vardalos_2,1.0,0.0,0.0,1.0,1.0,12.0294
mtcnn_all/Nicanor_Duarte_Frutos_0,1.0,0.0,0.0,1.0,1.0,12.0255
mtcnn_all/Nicanor_Duarte_Frutos_1,0.8667,0.0,0.1333,0.8667,0.8667,5.4875
mtcnn_all/Nicanor_Duarte_Frutos_2,1.0,0.0,0.0,1.0,1.0,3.3927
mtcnn_all/Nicanor_Duarte_Frutos_3,0.9958,0.0042,0.0042,0.9958,0.9958,9.1406
mtcnn_all/Nicanor_Duarte_Frutos_5,0.6512,0.0,0.3488,0.6512,0.6512,5.6453
mtcnn_all/Nick_Markakis_2,0.9672,0.0,0.0328,0.9672,0.9672,15.0205
mtcnn_all/Nick_Markakis_3,0.8983,0.0169,0.1017,0.8983,0.8983,7.4004
mtcnn_all/Nick_Nolte_2,0.8559,0.0262,0.1441,0.8559,0.8559,10.1539
mtcnn_all/Nick_Nolte_5,0.9492,0.0508,0.0508,0.9492,0.9492,25.2606
mtcnn_all/Nick_Reilly_1,0.9815,0.0,0.0185,0.9815,0.9815,11.088
mtcnn_all/Nick_Reilly_4,0.9804,0.0,0.0196,0.9804,0.9804,5.3309
mtcnn_all/Nick_Reilly_5,1.0,0.0,0.0,1.0,1.0,7.7312
mtcnn_all/Nick_Rimando_2,0.1628,0.0,0.8372,0.1628,0.1628,0.7616
mtcnn_all/Nick_Rimando_3,0.9778,0.0,0.0222,0.9778,0.9778,3.2417
mtcnn_all/Nicolas_Cage_0,1.0,0.0,0.0,1.0,1.0,5.6369
mtcnn_all/Nicolas_Cage_1,0.7442,0.0,0.2558,0.7442,0.7442,12.9942
mtcnn_all/Nicolas_Eyzaguirre_0,0.824,0.0,0.176,0.824,0.824,10.278
mtcnn_all/Nicolas_Eyzaguirre_1,0.0339,0.1356,0.9661,0.0339,0.0339,200.8814
mtcnn_all/Nicolas_Eyzaguirre_2,0.5875,0.0083,0.4125,0.5875,0.5875,7.9104
mtcnn_all/Nicolas_Sarkozy_0,1.0,0.0,0.0,1.0,1.0,4.8635
mtcnn_all/Nicolas_Sarkozy_1,1.0,0.0,0.0,1.0,1.0,3.1391
mtcnn_all/Nicolas_Sarkozy_2,1.0,0.0,0.0,1.0,1.0,9.2848
mtcnn_all/Nicolas_Sarkozy_5,1.0,0.0339,0.0,0.9831,1.0,185.5636
mtcnn_all/Nikki_McKibbin_0,1.0,0.0,0.0,1.0,1.0,6.6101
mtcnn_all/Nikki_McKibbin_5,1.0,0.0,0.0,1.0,1.0,21.3692
mtcnn_all/Nina_Jacobson_0,1.0,0.0,0.0,1.0,1.0,16.2101
mtcnn_all/Nina_Jacobson_1,1.0,0.0,0.0,1.0,1.0,20.7935
mtcnn_all/Nina_Jacobson_3,1.0,0.0,0.0,1.0,1.0,8.5625
mtcnn_all/Nobuyuki_Idei_1,0.0698,0.0,0.9302,0.0698,0.0698,0.2529
mtcnn_all/Noel_Niell_1,0.8434,0.0,0.1566,0.8434,0.8434,11.8675
mtcnn_all/Noel_Niell_4,0.8028,0.0,0.1972,0.8028,0.8028,8.3891
mtcnn_all/Nona_Gaye_4,0.9958,0.0,0.0042,0.9958,0.9958,16.8078
mtcnn_all/Nona_Gaye_5,1.0,0.0,0.0,1.0,1.0,2.7355
mtcnn_all/Norah_Jones_1,0.9474,0.0,0.0526,0.9474,0.9474,16.8895
mtcnn_all/Norah_Jones_2,0.9826,0.0087,0.0174,0.9783,0.9826,204.8826
mtcnn_all/Norah_Jones_4,1.0,0.0,0.0,1.0,1.0,13.0794
mtcnn_all/Norah_Jones_5,1.0,0.0,0.0,1.0,1.0,12.1419
mtcnn_all/Nora_Ephron_1,1.0,0.0,0.0,1.0,1.0,8.2034
mtcnn_all/Nora_Ephron_4,1.0,0.0476,0.0,0.9762,1.0,56.7381
mtcnn_all/Norman_Mineta_0,1.0,0.0,0.0,1.0,1.0,9.1547
mtcnn_all/Norman_Mineta_3,1.0,0.0,0.0,1.0,1.0,38.8725
mtcnn_all/Norman_Mineta_5,1.0,0.0,0.0,1.0,1.0,12.65
mtcnn_all/Norm_Macdonald_0,1.0,0.0,0.0,1.0,1.0,7.0961
mtcnn_all/Norm_Macdonald_1,1.0,0.0,0.0,1.0,1.0,5.488
mtcnn_all/Norm_Macdonald_2,1.0,0.0,0.0,1.0,1.0,9.1065
mtcnn_all/Norm_Macdonald_4,1.0,0.0,0.0,1.0,1.0,11.524
mtcnn_all/Norm_Macdonald_5,1.0,0.0,0.0,1.0,1.0,7.8586
mtcnn_all/Nuon_Chea_0,0.4198,0.4427,0.5802,0.4198,0.4198,42.2815
mtcnn_all/Nuon_Chea_1,1.0,0.0,0.0,1.0,1.0,40.9896
mtcnn_all/Nursultan_Nazarbayev_1,0.9524,0.0,0.0476,0.9524,0.9524,5.4286
mtcnn_all/Nursultan_Nazarbayev_3,0.8744,0.3333,0.1256,0.7222,0.8744,2201.2254
mtcnn_all/Olene_Walker_0,0.9739,0.0087,0.0261,0.9696,0.9739,78.6293
mtcnn_all/Olene_Walker_1,0.875,0.0385,0.125,0.875,0.875,18.0132
mtcnn_all/Olene_Walker_3,0.9583,0.0,0.0417,0.9583,0.9583,10.0
mtcnn_all/Olene_Walker_4,0.9749,0.0,0.0251,0.9749,0.9749,20.4969
mtcnn_all/Oliver_Phelps_0,1.0,0.0,0.0,1.0,1.0,4.9948
mtcnn_all/Oliver_Phelps_2,1.0,0.0,0.0,1.0,1.0,4.6348
mtcnn_all/Olivia_Newton-John_0,1.0,0.0,0.0,1.0,1.0,4.1123
mtcnn_all/Olivia_Newton-John_1,0.7688,0.0101,0.2312,0.7663,0.7688,51.2324
mtcnn_all/Olivia_Newton-John_4,0.9565,0.0,0.0435,0.9565,0.9565,16.1051
mtcnn_all/Olympia_Dukakis_1,1.0,0.0,0.0,1.0,1.0,4.9212
mtcnn_all/Olympia_Dukakis_4,0.9208,0.0,0.0792,0.9208,0.9208,3.0885
mtcnn_all/Orlando_Bloom_0,1.0,0.0,0.0,1.0,1.0,17.8268
mtcnn_all/Orlando_Bloom_3,1.0,0.0,0.0,1.0,1.0,4.0922
mtcnn_all/Orlando_Bloom_4,0.8772,0.0,0.1228,0.8772,0.8772,18.7741
mtcnn_all/Orlando_Bloom_5,0.9767,0.0233,0.0233,0.9767,0.9767,14.7442
mtcnn_all/Ornella_Muti_0,1.0,0.0385,0.0,0.9808,1.0,114.4615
mtcnn_all/Ornella_Muti_2,0.962,0.038,0.038,0.962,0.962,3.9652
mtcnn_all/Orrin_Hatch_2,0.5943,0.0,0.4057,0.5943,0.5943,6.1392
mtcnn_all/Orrin_Hatch_5,1.0,0.0,0.0,1.0,1.0,7.6089
mtcnn_all/Oscar_DLeon_0,1.0,0.0,0.0,1.0,1.0,9.1919
mtcnn_all/Oscar_DLeon_2,1.0,0.0118,0.0,0.9941,1.0,85.6647
mtcnn_all/Oscar_Elias_Biscet_0,1.0,0.0,0.0,1.0,1.0,4.5452
mtcnn_all/Oscar_Elias_Biscet_5,1.0,0.0,0.0,1.0,1.0,6.0636
mtcnn_all/Otto_Reich_0,1.0,0.0,0.0,1.0,1.0,4.3802
mtcnn_all/Otto_Reich_1,1.0,0.0,0.0,1.0,1.0,20.9568
mtcnn_all/Otto_Reich_3,1.0,0.0,0.0,1.0,1.0,4.3839
mtcnn_all/Otto_Reich_4,1.0,0.0,0.0,1.0,1.0,4.1656
mtcnn_all/Otto_Schily_4,0.1083,0.0,0.8917,0.1083,0.1083,5.8354
mtcnn_all/Otto_Schily_5,0.9149,0.0,0.0851,0.9149,0.9149,11.0771
