name,TP,FP,FN,precision,recall
viola_all/Mark_Foley_4,1.0,0.0,0.0,1.0,1.0
viola_all/Mark_Foley_5,1.0,0.0189,0.0,0.9906,1.0
viola_all/Mark_Geragos_2,1.0,0.0423,0.0,0.9789,1.0
viola_all/Mark_Geragos_4,1.0,0.0292,0.0,0.9854,1.0
viola_all/Mark_Kelly_0,1.0,0.0,0.0,1.0,1.0
viola_all/Mark_Kelly_1,0.9615,0.0,0.0385,0.9615,0.9615
viola_all/Mark_Leno_1,1.0,0.0,0.0,1.0,1.0
viola_all/Mark_Leno_2,1.0,0.1208,0.0,0.9424,1.0
viola_all/Mark_Leno_3,1.0,0.0325,0.0,0.9837,1.0
viola_all/Mark_Wahlberg_2,1.0,0.0253,0.0,0.9873,1.0
viola_all/Mark_Wahlberg_3,1.0,0.0,0.0,1.0,1.0
viola_all/Martha_Lucia_Ramirez_2,1.0,0.0,0.0,1.0,1.0
viola_all/Martha_Lucia_Ramirez_3,0.9907,0.0093,0.0093,0.9907,0.9907
viola_all/Martin_Landau_0,1.0,0.2444,0.0,0.8833,1.0
viola_all/Martin_Landau_2,1.0,0.0,0.0,1.0,1.0
viola_all/Martin_Luther_King_III_0,1.0,0.0,0.0,1.0,1.0
viola_all/Martin_Luther_King_III_3,1.0,0.0084,0.0,0.9958,1.0
viola_all/Martin_Luther_King_III_5,1.0,0.0,0.0,1.0,1.0
viola_all/Martin_McGuinness_1,1.0,0.0,0.0,1.0,1.0
viola_all/Martin_McGuinness_4,1.0,0.4674,0.0,0.7736,1.0
viola_all/Martin_Sheen_0,1.0,0.0708,0.0,0.966,1.0
viola_all/Martin_Sheen_3,1.0,0.0,0.0,1.0,1.0
viola_all/Martin_Sheen_4,1.0,0.05,0.0,0.975,1.0
viola_all/Martin_Sheen_5,1.0,0.0519,0.0,0.9741,1.0
viola_all/Mary_Carey_0,1.0,0.0,0.0,1.0,1.0
viola_all/Mary_Carey_4,1.0,0.0,0.0,1.0,1.0
viola_all/Mary_Landrieu_0,1.0,0.05,0.0,0.975,1.0
viola_all/Mary_Landrieu_2,1.0,0.0083,0.0,0.9958,1.0
viola_all/Mary_Landrieu_3,1.0,0.3417,0.0,0.8292,1.0
viola_all/Mary_Matalin_0,1.0,0.0,0.0,1.0,1.0
viola_all/Mary_Matalin_1,1.0,0.0375,0.0,0.9812,1.0
viola_all/Mary_Matalin_2,1.0,0.0833,0.0,0.9597,1.0
viola_all/Mary_Matalin_3,1.0,0.0,0.0,1.0,1.0
viola_all/Mary_Matalin_5,1.0,0.0167,0.0,0.9917,1.0
viola_all/Mary_Robinson_1,1.0,0.0,0.0,1.0,1.0
viola_all/Mary_Robinson_2,1.0,0.3718,0.0,0.8141,1.0
viola_all/Mary_Robinson_4,1.0,0.0,0.0,1.0,1.0
viola_all/Mary_Robinson_5,0.9333,0.0,0.0667,0.9333,0.9333
viola_all/Massoud_Barzani_0,1.0,0.0083,0.0,0.9958,1.0
viola_all/Massoud_Barzani_1,1.0,0.5893,0.0,0.7292,1.0
viola_all/Massoud_Barzani_2,1.0,0.0,0.0,1.0,1.0
viola_all/Massoud_Barzani_4,0.8723,0.0,0.1277,0.8723,0.8723
viola_all/Matt_Anderson_0,1.0,0.0546,0.0,0.9727,1.0
viola_all/Matt_Anderson_2,1.0,0.0,0.0,1.0,1.0
viola_all/Matt_LeBlanc_0,1.0,0.0,0.0,1.0,1.0
viola_all/Matt_LeBlanc_2,1.0,0.093,0.0,0.9535,1.0
viola_all/Matt_LeBlanc_3,1.0,0.0,0.0,1.0,1.0
viola_all/Nadia_Petrova_4,1.0,0.0,0.0,1.0,1.0
viola_all/Nadia_Petrova_5,1.0,0.0,0.0,1.0,1.0
viola_all/Nadine_Vinzens_0,1.0,0.0,0.0,1.0,1.0
viola_all/Nadine_Vinzens_4,1.0,0.0,0.0,1.0,1.0
viola_all/Nancy_Kerrigan_0,1.0,0.0617,0.0,0.9691,1.0
viola_all/Nancy_Kerrigan_2,1.0,0.0,0.0,1.0,1.0
viola_all/Nancy_Kerrigan_3,1.0,0.0092,0.0,0.9954,1.0
viola_all/Nancy_Kerrigan_4,1.0,0.0678,0.0,0.9661,1.0
viola_all/Nancy_Pelosi_0,1.0,0.0,0.0,1.0,1.0
viola_all/Nancy_Pelosi_4,1.0,0.1333,0.0,0.9333,1.0
viola_all/Nancy_Reagan_0,1.0,0.0,0.0,1.0,1.0
viola_all/Nancy_Reagan_1,1.0,0.2128,0.0,0.8936,1.0
viola_all/Nancy_Reagan_3,0.9667,0.0,0.0333,0.9667,0.9667
viola_all/Nancy_Reagan_4,1.0,0.0602,0.0,0.9699,1.0
viola_all/Nanni_Moretti_1,1.0,0.0,0.0,1.0,1.0
viola_all/Nanni_Moretti_2,1.0,0.0,0.0,1.0,1.0
viola_all/Nanni_Moretti_4,1.0,0.0058,0.0,0.9971,1.0
viola_all/Narendra_Modi_0,1.0,0.0,0.0,1.0,1.0
viola_all/Narendra_Modi_1,1.0,0.5625,0.0,0.7188,1.0
viola_all/Narendra_Modi_2,1.0,0.0,0.0,1.0,1.0
viola_all/Narendra_Modi_3,0.973,0.0,0.027,0.973,0.973
viola_all/Narendra_Modi_4,1.0,0.0,0.0,1.0,1.0
viola_all/Natalia_Verbeke_3,1.0,0.1417,0.0,0.9292,1.0
viola_all/Natalia_Verbeke_5,1.0,0.0,0.0,1.0,1.0
viola_all/Natalia_Vodonova_0,1.0,0.0,0.0,1.0,1.0
viola_all/Natalia_Vodonova_1,1.0,0.0,0.0,1.0,1.0
viola_all/Natalia_Vodonova_2,1.0,0.0,0.0,1.0,1.0
viola_all/Natalie_Cole_2,1.0,0.0,0.0,1.0,1.0
viola_all/Natalie_Cole_5,1.0,0.0127,0.0,0.9937,1.0
viola_all/Natalie_Coughlin_2,1.0,0.0,0.0,1.0,1.0
viola_all/Natalie_Coughlin_5,1.0,0.0339,0.0,0.9831,1.0
viola_all/Natalie_Imbruglia_1,1.0,0.0,0.0,1.0,1.0
viola_all/Natalie_Imbruglia_2,1.0,0.0,0.0,1.0,1.0
viola_all/Natalie_Stewart_2,1.0,0.0534,0.0,0.9733,1.0
viola_all/Natalie_Stewart_3,1.0,0.0342,0.0,0.9829,1.0
viola_all/Natasa_Micic_0,1.0,0.025,0.0,0.9875,1.0
viola_all/Natasa_Micic_5,1.0,0.0072,0.0,0.9964,1.0
viola_all/Natasha_Henstridge_1,1.0,0.0196,0.0,0.9902,1.0
viola_all/Natasha_Henstridge_3,1.0,0.0,0.0,1.0,1.0
viola_all/Natasha_Lyonne_0,1.0,0.0167,0.0,0.9917,1.0
viola_all/Natasha_Lyonne_1,1.0,0.0,0.0,1.0,1.0
viola_all/Natasha_Lyonne_4,1.0,0.0196,0.0,0.9902,1.0
viola_all/Natasha_McElhone_1,1.0,0.0125,0.0,0.9938,1.0
viola_all/Natasha_McElhone_4,1.0,0.0042,0.0,0.9979,1.0
viola_all/Nathan_Lane_0,1.0,0.0,0.0,1.0,1.0
viola_all/Nathan_Lane_1,1.0,0.0,0.0,1.0,1.0
viola_all/Newt_Gingrich_0,1.0,0.0,0.0,1.0,1.0
viola_all/Newt_Gingrich_1,1.0,0.0704,0.0,0.9648,1.0
viola_all/Newt_Gingrich_2,1.0,0.2515,0.0,0.886,1.0
viola_all/Newt_Gingrich_3,1.0,0.0,0.0,1.0,1.0
viola_all/Newt_Gingrich_4,1.0,0.2556,0.0,0.8722,1.0
viola_all/Nia_Vardalos_1,1.0,0.0,0.0,1.0,1.0
viola_all/Nia_Vardalos_2,1.0,0.0784,0.0,0.9608,1.0
viola_all/Nicanor_Duarte_Frutos_0,1.0,0.8776,0.0,0.5612,1.0
viola_all/Nicanor_Duarte_Frutos_1,1.0,0.0,0.0,1.0,1.0
viola_all/Nicanor_Duarte_Frutos_2,1.0,0.0583,0.0,0.9708,1.0
viola_all/Nicanor_Duarte_Frutos_3,1.0,0.0792,0.0,0.9604,1.0
viola_all/Nicanor_Duarte_Frutos_5,1.0,0.0,0.0,1.0,1.0
viola_all/Nick_Markakis_2,0.9836,0.0492,0.0164,0.959,0.9836
viola_all/Nick_Markakis_3,0.9831,0.0339,0.0169,0.9746,0.9831
viola_all/Nick_Nolte_2,1.0,0.2445,0.0,0.8792,1.0
viola_all/Nick_Nolte_5,1.0,0.0339,0.0,0.9831,1.0
viola_all/Nick_Reilly_1,1.0,0.0741,0.0,0.963,1.0
viola_all/Nick_Reilly_4,1.0,0.0,0.0,1.0,1.0
viola_all/Nick_Reilly_5,1.0,0.0292,0.0,0.9854,1.0
viola_all/Nick_Rimando_2,1.0,0.0,0.0,1.0,1.0
viola_all/Nick_Rimando_3,1.0,0.0889,0.0,0.9556,1.0
viola_all/Nicolas_Cage_0,1.0,0.0,0.0,1.0,1.0
viola_all/Nicolas_Cage_1,1.0,0.0,0.0,1.0,1.0
viola_all/Nicolas_Eyzaguirre_0,1.0,0.08,0.0,0.96,1.0
viola_all/Nicolas_Eyzaguirre_1,1.0,0.0169,0.0,0.9915,1.0
viola_all/Nicolas_Eyzaguirre_2,1.0,0.0167,0.0,0.9917,1.0
viola_all/Nicolas_Sarkozy_0,1.0,0.0462,0.0,0.9769,1.0
viola_all/Nicolas_Sarkozy_1,1.0,0.0125,0.0,0.9938,1.0
viola_all/Nicolas_Sarkozy_2,1.0,0.0,0.0,1.0,1.0
viola_all/Nicolas_Sarkozy_5,1.0,0.2881,0.0,0.8672,1.0
viola_all/Nikki_McKibbin_0,1.0,0.3134,0.0,0.8433,1.0
viola_all/Nikki_McKibbin_5,1.0,0.0,0.0,1.0,1.0
viola_all/Nina_Jacobson_0,1.0,0.0,0.0,1.0,1.0
viola_all/Nina_Jacobson_1,1.0,0.087,0.0,0.9565,1.0
viola_all/Nina_Jacobson_3,1.0,0.0,0.0,1.0,1.0
viola_all/Nobuyuki_Idei_1,0.6047,0.0,0.3953,0.6047,0.6047
viola_all/Noel_Niell_1,0.988,0.0,0.012,0.988,0.988
viola_all/Noel_Niell_4,1.0,0.0,0.0,1.0,1.0
viola_all/Nona_Gaye_4,1.0,0.0,0.0,1.0,1.0
viola_all/Nona_Gaye_5,0.9535,0.0,0.0465,0.9535,0.9535
viola_all/Norah_Jones_1,1.0,0.0105,0.0,0.9947,1.0
viola_all/Norah_Jones_2,1.0,0.0,0.0,1.0,1.0
viola_all/Norah_Jones_4,1.0,0.0,0.0,1.0,1.0
viola_all/Norah_Jones_5,1.0,0.0169,0.0,0.9915,1.0
viola_all/Nora_Ephron_1,1.0,0.0392,0.0,0.9804,1.0
viola_all/Nora_Ephron_4,0.9683,0.0317,0.0317,0.9683,0.9683
viola_all/Norman_Mineta_0,1.0,0.0,0.0,1.0,1.0
viola_all/Norman_Mineta_3,1.0,0.0,0.0,1.0,1.0
viola_all/Norman_Mineta_5,1.0,0.0,0.0,1.0,1.0
viola_all/Norm_Macdonald_0,1.0,0.0,0.0,1.0,1.0
viola_all/Norm_Macdonald_1,1.0,0.0,0.0,1.0,1.0
viola_all/Norm_Macdonald_2,1.0,0.0,0.0,1.0,1.0
viola_all/Norm_Macdonald_4,1.0,0.0,0.0,1.0,1.0
viola_all/Norm_Macdonald_5,1.0,0.2114,0.0,0.8943,1.0
viola_all/Nuon_Chea_0,1.0,0.0,0.0,1.0,1.0
viola_all/Nuon_Chea_1,1.0,0.0417,0.0,0.9792,1.0
viola_all/Nursultan_Nazarbayev_1,1.0,0.0,0.0,1.0,1.0
viola_all/Nursultan_Nazarbayev_3,1.0,0.029,0.0,0.9855,1.0
viola_all/Olene_Walker_0,0.9739,0.0,0.0261,0.9739,0.9739
viola_all/Olene_Walker_1,0.9904,0.0288,0.0096,0.9808,0.9904
viola_all/Olene_Walker_3,1.0,0.4375,0.0,0.7812,1.0
viola_all/Olene_Walker_4,1.0,0.0302,0.0,0.9849,1.0
viola_all/Oliver_Phelps_0,1.0,0.0,0.0,1.0,1.0
viola_all/Oliver_Phelps_2,1.0,0.0,0.0,1.0,1.0
viola_all/Olivia_Newton-John_0,1.0,0.0508,0.0,0.9746,1.0
viola_all/Olivia_Newton-John_1,1.0,0.0201,0.0,0.9899,1.0
viola_all/Olivia_Newton-John_4,1.0,0.058,0.0,0.971,1.0
viola_all/Olympia_Dukakis_1,1.0,0.2826,0.0,0.8587,1.0
viola_all/Olympia_Dukakis_4,1.0,0.05,0.0,0.975,1.0
viola_all/Orlando_Bloom_0,1.0,0.0157,0.0,0.9921,1.0
viola_all/Orlando_Bloom_3,1.0,0.0101,0.0,0.9949,1.0
viola_all/Orlando_Bloom_4,1.0,0.0,0.0,1.0,1.0
viola_all/Orlando_Bloom_5,1.0,0.0698,0.0,0.9651,1.0
viola_all/Ornella_Muti_0,1.0,0.0192,0.0,0.9904,1.0
viola_all/Ornella_Muti_2,1.0,0.0,0.0,1.0,1.0
viola_all/Orrin_Hatch_2,1.0,0.1368,0.0,0.9316,1.0
viola_all/Orrin_Hatch_5,1.0,0.6042,0.0,0.6979,1.0
viola_all/Oscar_DLeon_0,1.0,0.0,0.0,1.0,1.0
viola_all/Oscar_DLeon_2,1.0,0.0,0.0,1.0,1.0
viola_all/Oscar_Elias_Biscet_0,1.0,0.0,0.0,1.0,1.0
viola_all/Oscar_Elias_Biscet_5,1.0,0.0,0.0,1.0,1.0
viola_all/Otto_Reich_0,1.0,0.0667,0.0,0.9667,1.0
viola_all/Otto_Reich_1,1.0,0.0,0.0,1.0,1.0
viola_all/Otto_Reich_3,1.0,0.0042,0.0,0.9979,1.0
viola_all/Otto_Reich_4,1.0,0.0083,0.0,0.9958,1.0
viola_all/Otto_Schily_4,1.0,0.05,0.0,0.975,1.0
viola_all/Otto_Schily_5,1.0,0.0,0.0,1.0,1.0
